race,income,parent_ed,raw_sat_score
White,Q2,Bachelor,690
Black,Q5,Associate,1150
Black,Q3,Bachelor,1200
Black,Q3,Grad,850
Two,Q4,Grad,1260
Black,Q3,Bachelor,990
White,Q3,HS,680
White,Q4,Grad,1510
Hispanic,Q4,Associate,650
Black,Q4,HS,990
Two,Q5,Bachelor,980
Black,Q3,HS,1070
White,Q1,Grad,1410
Black,Q5,Bachelor,840
Hispanic,Q4,HS,770
White,Q2,Grad,850
White,Q5,HS,1220
Hispanic,Q5,HS,610
White,Q1,Bachelor,1070
Hispanic,Q4,HS,970
Hispanic,Q4,Bachelor,970
White,Q5,No HS,850
Black,Q2,HS,1230
White,Q5,Bachelor,1090
White,Q4,Bachelor,920
White,Q4,Bachelor,1180
Black,Q1,Associate,1120
Asian,Q3,HS,1300
White,Q4,No HS,1370
Black,Q5,Bachelor,850
White,Q2,No HS,1000
White,Q4,Bachelor,1030
Hispanic,Q2,Bachelor,1060
Black,Q1,Grad,970
White,Q5,HS,940
White,Q3,Associate,1000
White,Q3,Associate,1150
White,Q4,No HS,960
Two,Q5,HS,1150
White,Q2,HS,880
Black,Q4,Bachelor,1270
White,Q5,Bachelor,1100
Hispanic,Q4,HS,1350
Hispanic,Q2,Associate,860
White,Q5,Bachelor,1110
White,Q5,HS,1180
Hispanic,Q1,No HS,920
Black,Q3,Bachelor,960
White,Q4,No HS,970
Asian,Q5,Bachelor,960
Hispanic,Q4,Bachelor,760
White,Q5,No HS,930
Hispanic,Q5,Grad,910
White,Q4,Grad,1280
White,Q4,Grad,1300
Black,Q5,Bachelor,550
White,Q3,Bachelor,890
White,Q4,HS,980
Asian,Q3,Grad,1430
White,Q4,Grad,1040
Hispanic,Q4,Grad,1020
White,Q4,Bachelor,780
Asian,Q5,HS,1390
Hispanic,Q5,Grad,1100
Hispanic,Q4,Bachelor,1020
Hispanic,Q3,Bachelor,1100
White,Q4,Bachelor,1110
White,Q5,Bachelor,1220
Black,Q5,HS,1090
Hispanic,Q1,HS,1030
White,Q3,Bachelor,1350
Asian,Q2,Bachelor,1080
Hispanic,Q5,Grad,1310
Asian,Q5,Associate,1490
Hispanic,Q1,HS,1530
Asian,Q5,Grad,1460
Hispanic,Q2,HS,1230
White,Q2,Grad,1240
Hispanic,Q5,HS,830
Hispanic,Q5,Grad,1000
White,Q3,HS,1250
White,Q4,Grad,1000
Hispanic,Q5,HS,1160
Hispanic,Q5,Bachelor,1160
Black,Q4,Grad,840
White,Q2,Bachelor,1140
White,Q2,Grad,1030
White,Q5,Grad,1290
White,Q1,HS,1010
Black,Q2,No HS,940
White,Q4,Associate,920
White,Q4,Bachelor,1260
Asian,Q1,Bachelor,820
Hispanic,Q5,Bachelor,950
White,Q2,Grad,890
Black,Q2,Bachelor,1080
Black,Q4,Grad,1200
White,Q4,Grad,1170
White,Q3,Bachelor,1350
White,Q3,Grad,1120
Black,Q5,HS,1140
Hispanic,Q5,Bachelor,860
Black,Q2,Bachelor,780
Asian,Q2,Bachelor,980
White,Q5,Bachelor,1520
Black,Q4,HS,1000
Black,Q1,Bachelor,1240
White,Q3,Bachelor,1170
White,Q5,Grad,1300
Black,Q3,Associate,970
Hispanic,Q5,No HS,1010
Hispanic,Q4,No HS,740
Two,Q3,Grad,960
Hispanic,Q3,Grad,1300
White,Q4,Associate,1440
Hispanic,Q5,Bachelor,1310
Asian,Q2,HS,1140
Two,Q5,Bachelor,1360
Two,Q5,Bachelor,1120
White,Q5,Bachelor,1450
Asian,Q2,Bachelor,1540
White,Q5,Grad,1040
White,Q5,Bachelor,580
Hispanic,Q5,Bachelor,980
Hispanic,Q5,HS,1180
Hispanic,Q5,No HS,1080
White,Q3,Bachelor,1080
Two,Q5,No HS,1000
Asian,Q5,Grad,1290
White,Q5,Bachelor,1230
White,Q1,Bachelor,770
White,Q4,Bachelor,1380
Black,Q3,HS,1020
Hispanic,Q4,HS,700
Asian,Q5,Bachelor,1120
White,Q4,HS,1040
White,Q5,Bachelor,1380
Hispanic,Q1,Bachelor,980
White,Q2,Grad,1270
White,Q3,Grad,1080
White,Q2,No HS,1070
Asian,Q1,Bachelor,1280
Black,Q4,Grad,1460
Hispanic,Q3,HS,1370
White,Q5,Bachelor,1310
White,Q1,Grad,1280
White,Q5,Bachelor,1080
Hispanic,Q5,HS,930
Hispanic,Q4,Grad,940
Black,Q4,Bachelor,970
Black,Q3,Associate,1290
White,Q1,Associate,810
White,Q5,Bachelor,940
White,Q5,Grad,1200
White,Q4,Grad,1050
Hispanic,Q5,Grad,1020
White,Q2,HS,960
White,Q4,HS,1130
Hispanic,Q4,Bachelor,1360
Black,Q5,Grad,1090
Hispanic,Q5,HS,1260
Black,Q5,HS,1330
White,Q2,Bachelor,490
Hispanic,Q4,Grad,1140
Hispanic,Q2,Bachelor,830
White,Q5,HS,1070
White,Q4,HS,1070
AIAN,Q2,Bachelor,680
Asian,Q2,Grad,1310
Hispanic,Q4,Grad,1190
Hispanic,Q5,HS,760
Asian,Q5,Grad,1120
Hispanic,Q5,Grad,790
Hispanic,Q3,Grad,830
White,Q3,Grad,1170
Black,Q5,Bachelor,1400
White,Q4,HS,690
Asian,Q4,HS,1460
Hispanic,Q5,Grad,1410
White,Q5,Bachelor,1090
Black,Q5,Bachelor,1430
White,Q5,Bachelor,1050
Black,Q4,HS,770
Hispanic,Q5,HS,920
Hispanic,Q5,Grad,840
Asian,Q2,HS,1190
Black,Q4,Bachelor,990
Hispanic,Q4,Grad,1170
Asian,Q4,Bachelor,1410
Hispanic,Q4,HS,840
Asian,Q5,HS,1080
White,Q5,Grad,1110
Two,Q3,Bachelor,1450
Black,Q1,Bachelor,940
White,Q1,Bachelor,860
White,Q2,Bachelor,1250
Hispanic,Q5,Grad,1310
Asian,Q3,Grad,1600
White,Q3,No HS,930
Hispanic,Q5,Grad,1390
Asian,Q3,Grad,960
White,Q4,Grad,1370
Hispanic,Q2,Grad,1110
White,Q2,No HS,990
Black,Q5,Bachelor,1230
White,Q4,Bachelor,1010
Black,Q5,Bachelor,1140
White,Q4,HS,1190
Two,Q3,Associate,1260
Hispanic,Q5,Grad,1410
Asian,Q4,No HS,840
Asian,Q3,Grad,1390
Hispanic,Q4,Associate,650
White,Q4,Associate,950
Black,Q5,Bachelor,710
Hispanic,Q4,Grad,1010
Asian,Q5,Bachelor,950
White,Q5,Bachelor,1270
White,Q2,Bachelor,1340
White,Q5,HS,1160
White,Q3,HS,1050
White,Q4,Grad,1030
White,Q5,Bachelor,1290
Hispanic,Q4,Grad,1020
White,Q4,Bachelor,1370
Two,Q3,HS,990
White,Q1,Grad,1140
Asian,Q5,Bachelor,1260
Hispanic,Q3,Bachelor,1050
Hispanic,Q4,Bachelor,1040
Hispanic,Q5,Grad,1030
White,Q5,HS,950
White,Q4,Grad,1370
Hispanic,Q1,HS,930
Two,Q5,HS,1010
White,Q5,HS,830
White,Q4,Bachelor,1300
White,Q5,Bachelor,920
White,Q4,Grad,930
White,Q4,Grad,1140
White,Q3,Bachelor,1140
White,Q4,Bachelor,1100
White,Q4,Grad,930
Hispanic,Q5,HS,1470
White,Q5,Bachelor,1580
Black,Q5,Grad,1260
Hispanic,Q2,Bachelor,980
White,Q5,Grad,1210
White,Q4,Grad,1000
Hispanic,Q5,Grad,810
Hispanic,Q4,Bachelor,940
Hispanic,Q4,Bachelor,1290
White,Q1,Grad,1100
Black,Q3,Bachelor,620
White,Q2,Bachelor,960
Black,Q5,Grad,980
White,Q1,HS,720
White,Q4,Bachelor,1190
White,Q4,HS,1090
Hispanic,Q5,Grad,1340
Hispanic,Q2,Bachelor,930
Black,Q4,Associate,890
Hispanic,Q5,Grad,1020
White,Q2,Grad,930
Hispanic,Q5,HS,1020
Hispanic,Q5,Bachelor,1140
Two,Q1,Bachelor,1170
White,Q2,Grad,1120
White,Q5,Bachelor,960
Black,Q5,Grad,1080
White,Q5,Associate,1010
Hispanic,Q4,HS,850
White,Q2,Bachelor,760
Black,Q5,Associate,880
White,Q4,HS,1400
White,Q5,No HS,1000
Black,Q5,Bachelor,950
Black,Q5,No HS,1210
White,Q5,HS,1060
Black,Q2,Bachelor,860
Hispanic,Q5,Grad,1130
White,Q5,Grad,1360
White,Q4,Bachelor,910
White,Q4,Grad,1130
White,Q1,Grad,1020
Hispanic,Q5,Bachelor,1180
White,Q3,Bachelor,1060
Hispanic,Q5,Bachelor,1030
White,Q2,Grad,1250
White,Q4,Bachelor,1290
White,Q1,Bachelor,1310
Asian,Q4,Associate,1100
Hispanic,Q3,HS,1270
White,Q5,Grad,1120
Two,Q2,Grad,1270
White,Q1,HS,1270
Black,Q5,Grad,1420
White,Q2,HS,1160
White,Q5,Bachelor,1430
Asian,Q5,Grad,1140
White,Q1,HS,730
Asian,Q4,HS,1410
White,Q5,Grad,870
White,Q1,Grad,1380
White,Q5,HS,1190
White,Q2,HS,1030
White,Q4,HS,760
Black,Q1,Associate,820
White,Q4,No HS,1290
Black,Q5,HS,1070
Hispanic,Q4,Bachelor,1170
Black,Q2,Grad,1350
Hispanic,Q5,No HS,630
White,Q5,Bachelor,1090
Black,Q5,HS,980
Two,Q2,Associate,900
Asian,Q5,No HS,930
White,Q5,HS,1190
Asian,Q5,Grad,1270
White,Q5,Grad,690
Hispanic,Q2,Grad,890
Black,Q5,HS,920
White,Q4,HS,820
White,Q1,Grad,1230
Asian,Q3,Grad,980
White,Q4,Grad,830
Black,Q2,Grad,1040
Black,Q3,Associate,850
White,Q5,HS,1270
White,Q5,Grad,1270
White,Q5,Associate,980
Black,Q4,Associate,780
Hispanic,Q3,Bachelor,1260
Hispanic,Q5,Bachelor,1110
Asian,Q4,HS,1240
White,Q3,HS,1120
Black,Q3,Bachelor,1000
Hispanic,Q3,Grad,880
White,Q5,Bachelor,720
Black,Q3,Grad,720
Asian,Q5,Bachelor,1330
Black,Q4,HS,730
Hispanic,Q2,Grad,1090
Two,Q5,Grad,1020
Hispanic,Q5,Bachelor,1130
Hispanic,Q5,Grad,1180
Hispanic,Q2,Bachelor,930
White,Q5,HS,770
White,Q3,Grad,920
Asian,Q5,Bachelor,1150
Hispanic,Q5,HS,1350
White,Q2,Grad,1210
Asian,Q5,Bachelor,1240
Black,Q5,Grad,920
White,Q5,Bachelor,1170
White,Q2,Grad,1200
White,Q5,Bachelor,960
Hispanic,Q1,Grad,1130
Black,Q4,Grad,1310
White,Q2,Bachelor,920
White,Q3,Bachelor,1110
Hispanic,Q5,Bachelor,1120
Asian,Q4,Grad,1090
Asian,Q5,Bachelor,1470
NHPI,Q2,Bachelor,1340
White,Q2,Grad,1220
White,Q1,Associate,960
White,Q3,HS,1100
White,Q5,Grad,1470
White,Q2,Grad,1330
Hispanic,Q3,Bachelor,1230
White,Q4,Grad,900
White,Q3,HS,1430
Black,Q1,Grad,1450
Black,Q5,HS,1210
White,Q5,HS,800
Black,Q5,Bachelor,930
White,Q3,Associate,1230
White,Q1,HS,620
Black,Q1,Bachelor,1060
Two,Q5,Bachelor,890
Hispanic,Q5,Grad,920
Asian,Q3,Bachelor,1190
White,Q1,HS,940
White,Q5,Grad,1240
Hispanic,Q4,Grad,1120
White,Q4,HS,1190
Black,Q5,Associate,940
White,Q5,No HS,1090
White,Q3,HS,1110
White,Q2,Bachelor,1190
Hispanic,Q2,HS,1230
Hispanic,Q2,Bachelor,1140
Hispanic,Q4,Bachelor,1100
White,Q1,Bachelor,1050
White,Q5,Associate,1020
Hispanic,Q2,HS,1000
Two,Q5,HS,1180
Hispanic,Q1,Grad,860
Hispanic,Q5,Grad,1460
Two,Q2,Grad,1240
White,Q5,No HS,1340
White,Q4,Bachelor,1150
White,Q3,Bachelor,1420
White,Q5,Bachelor,1380
Black,Q3,Bachelor,950
Black,Q2,Bachelor,1000
Hispanic,Q1,HS,830
Hispanic,Q5,Bachelor,1060
White,Q5,Bachelor,1060
White,Q5,HS,940
Hispanic,Q1,Grad,1330
White,Q2,Associate,1100
Asian,Q5,Bachelor,880
White,Q3,HS,800
Two,Q1,HS,840
White,Q5,HS,800
White,Q3,Bachelor,970
Black,Q5,Grad,880
Black,Q5,Grad,840
White,Q1,Grad,780
Asian,Q1,Grad,1550
Black,Q5,Grad,1200
Two,Q2,No HS,1120
White,Q5,Grad,1210
White,Q5,No HS,860
White,Q3,Bachelor,1160
Hispanic,Q1,Grad,1310
Asian,Q5,HS,1560
Black,Q4,Bachelor,960
White,Q1,Bachelor,940
Hispanic,Q5,Bachelor,990
Asian,Q1,Grad,1490
White,Q2,Bachelor,1070
Hispanic,Q1,Grad,1070
White,Q4,Grad,1150
White,Q5,Grad,1120
White,Q5,HS,1050
Black,Q5,Grad,850
Hispanic,Q2,Bachelor,950
Hispanic,Q4,Grad,1110
White,Q3,HS,960
White,Q5,Grad,1000
Asian,Q5,Grad,1450
White,Q3,Bachelor,1060
Black,Q5,Bachelor,1230
AIAN,Q4,Bachelor,1460
White,Q3,Bachelor,1080
Hispanic,Q3,HS,1200
Hispanic,Q1,No HS,1280
White,Q5,HS,1400
White,Q2,HS,1010
Asian,Q5,Grad,1240
White,Q3,Associate,1160
AIAN,Q5,Grad,1100
White,Q4,HS,800
Hispanic,Q4,HS,1480
Hispanic,Q3,Grad,950
Asian,Q5,Grad,1120
Hispanic,Q5,Bachelor,1420
Two,Q4,Bachelor,1480
White,Q3,HS,1140
White,Q4,Grad,1060
Two,Q4,HS,750
Hispanic,Q3,HS,1180
White,Q2,Grad,1160
Asian,Q5,No HS,970
Asian,Q3,HS,1020
Hispanic,Q4,No HS,1030
Hispanic,Q4,HS,870
White,Q1,Grad,1180
White,Q5,HS,910
Asian,Q3,HS,1220
Asian,Q1,HS,870
White,Q4,Bachelor,940
Asian,Q3,Bachelor,1290
Hispanic,Q4,Bachelor,1120
White,Q1,Bachelor,800
Asian,Q4,Grad,1320
White,Q4,Bachelor,1600
Hispanic,Q5,HS,970
White,Q5,Bachelor,880
White,Q1,Grad,840
Two,Q5,HS,1190
White,Q2,Associate,1350
Black,Q4,Bachelor,910
White,Q3,HS,710
White,Q4,Grad,1360
White,Q3,Bachelor,880
Hispanic,Q4,No HS,1350
Hispanic,Q5,Grad,870
Two,Q3,Grad,820
White,Q4,HS,1130
Hispanic,Q2,Bachelor,950
Black,Q3,HS,1100
Hispanic,Q3,Bachelor,900
Hispanic,Q1,Bachelor,1240
Black,Q5,Grad,880
White,Q4,Bachelor,1110
Hispanic,Q5,Bachelor,1240
White,Q3,Bachelor,1320
Hispanic,Q2,Grad,960
White,Q5,Grad,1120
White,Q2,Bachelor,1080
White,Q4,Grad,910
White,Q5,Bachelor,1310
White,Q5,HS,1050
Asian,Q2,Bachelor,1090
White,Q2,Grad,1080
Hispanic,Q5,Bachelor,1310
Hispanic,Q4,Associate,1070
Two,Q3,HS,1090
Hispanic,Q3,Bachelor,980
Hispanic,Q1,Bachelor,760
White,Q5,Bachelor,1170
Two,Q2,Grad,1000
Hispanic,Q2,Bachelor,820
Hispanic,Q5,HS,660
Hispanic,Q5,Bachelor,980
Black,Q5,Bachelor,1130
AIAN,Q3,Bachelor,710
Hispanic,Q3,Grad,1120
White,Q4,Grad,970
White,Q5,HS,1260
White,Q5,Bachelor,1300
White,Q5,Bachelor,970
White,Q5,Grad,1290
Hispanic,Q5,HS,870
Hispanic,Q3,No HS,1030
White,Q4,Grad,1150
White,Q1,HS,660
White,Q5,HS,1410
White,Q4,Associate,960
Black,Q5,Grad,880
Hispanic,Q4,Bachelor,970
Asian,Q4,HS,1160
Asian,Q4,HS,1350
Asian,Q2,Bachelor,970
White,Q5,HS,1020
Hispanic,Q2,Grad,680
Black,Q2,HS,900
White,Q5,No HS,960
White,Q2,Grad,830
White,Q4,HS,1110
White,Q3,Grad,1160
Black,Q4,Bachelor,1210
Black,Q2,No HS,960
White,Q3,Bachelor,1230
White,Q4,Bachelor,870
Hispanic,Q2,HS,1300
Hispanic,Q5,Associate,1540
Two,Q4,HS,1040
White,Q5,Bachelor,1000
Black,Q5,Grad,840
Asian,Q3,Grad,1180
White,Q3,Grad,900
Hispanic,Q5,No HS,1030
Hispanic,Q3,HS,1070
White,Q1,HS,1380
White,Q5,HS,890
White,Q3,Bachelor,550
White,Q2,Bachelor,1100
Hispanic,Q5,HS,1420
Hispanic,Q5,Bachelor,910
Hispanic,Q4,HS,1190
Black,Q5,Grad,1190
Black,Q3,HS,960
Asian,Q5,Grad,1030
White,Q3,Associate,1170
White,Q5,Bachelor,1080
Hispanic,Q5,Grad,1040
White,Q5,Bachelor,1140
White,Q2,Bachelor,1260
AIAN,Q5,Grad,1050
Asian,Q3,Bachelor,1200
White,Q3,HS,1100
White,Q4,Grad,1400
Hispanic,Q5,HS,1300
Hispanic,Q3,Grad,940
White,Q5,Bachelor,1230
Hispanic,Q4,Bachelor,1020
Two,Q3,Grad,1040
Hispanic,Q3,Associate,980
Hispanic,Q5,Bachelor,980
Two,Q2,Grad,1050
White,Q3,Associate,860
Black,Q5,Bachelor,1330
Asian,Q4,Grad,770
Black,Q1,Bachelor,1020
White,Q4,Bachelor,990
Hispanic,Q5,HS,1130
Asian,Q1,Bachelor,980
Hispanic,Q5,Grad,960
Asian,Q1,HS,1040
White,Q2,HS,860
White,Q4,HS,1160
White,Q4,Bachelor,1220
Hispanic,Q5,Grad,990
Hispanic,Q1,No HS,1100
Hispanic,Q1,Bachelor,1320
White,Q4,Grad,1240
Black,Q5,Bachelor,1100
White,Q2,HS,1170
Asian,Q4,Bachelor,970
White,Q5,Grad,1480
Asian,Q4,Bachelor,920
Hispanic,Q1,No HS,940
White,Q5,Bachelor,870
Asian,Q4,Grad,1180
Asian,Q4,Bachelor,990
AIAN,Q5,HS,790
Asian,Q5,Bachelor,1250
Asian,Q5,HS,1170
White,Q1,HS,860
Hispanic,Q4,HS,530
Hispanic,Q3,HS,680
White,Q5,Bachelor,800
White,Q5,Grad,1210
White,Q5,Bachelor,1020
Hispanic,Q1,Grad,890
Black,Q1,Bachelor,1160
Hispanic,Q1,Bachelor,830
Asian,Q5,Associate,1250
Two,Q3,HS,910
Two,Q5,Bachelor,790
Hispanic,Q5,Grad,1600
Hispanic,Q1,Bachelor,1370
Hispanic,Q3,HS,650
White,Q4,Bachelor,750
White,Q2,HS,1260
White,Q4,No HS,1390
White,Q5,Grad,1230
Black,Q5,HS,1100
Black,Q4,HS,850
Hispanic,Q2,Bachelor,880
Hispanic,Q4,Grad,1120
White,Q3,Grad,1010
Asian,Q4,Bachelor,1050
White,Q3,Bachelor,1330
White,Q5,No HS,1390
Black,Q3,Bachelor,1290
Hispanic,Q2,HS,1250
Hispanic,Q5,HS,800
White,Q2,HS,750
White,Q1,HS,860
White,Q2,Associate,1190
White,Q5,HS,920
Hispanic,Q5,Associate,970
Black,Q1,No HS,740
Black,Q1,No HS,850
Hispanic,Q2,Grad,1020
White,Q5,Bachelor,1440
White,Q5,Grad,1100
White,Q2,Bachelor,1280
Hispanic,Q5,HS,990
Hispanic,Q3,Bachelor,1040
Black,Q5,HS,850
Hispanic,Q3,No HS,940
Black,Q3,No HS,760
Hispanic,Q3,No HS,1070
Black,Q4,Bachelor,990
Asian,Q2,HS,1070
Black,Q4,No HS,1220
Hispanic,Q5,Bachelor,1210
White,Q1,Bachelor,1510
White,Q5,HS,1150
White,Q1,Bachelor,1140
White,Q2,Grad,1280
White,Q3,Grad,1130
White,Q5,HS,1070
Asian,Q4,Grad,760
White,Q5,Grad,1090
White,Q5,Bachelor,950
Hispanic,Q3,Grad,1180
Hispanic,Q4,HS,860
Hispanic,Q4,Grad,1160
White,Q1,HS,1340
White,Q5,Grad,1290
Asian,Q3,HS,1130
White,Q5,Grad,1270
Black,Q5,Grad,1020
Two,Q5,HS,870
White,Q4,Grad,1220
White,Q2,Bachelor,840
Hispanic,Q3,HS,1130
White,Q4,Bachelor,740
Asian,Q3,Grad,1130
White,Q2,HS,1320
Hispanic,Q4,Grad,1160
Hispanic,Q1,Bachelor,1070
White,Q4,Grad,1020
White,Q3,Bachelor,900
Asian,Q2,Bachelor,990
Asian,Q4,Bachelor,1000
Hispanic,Q1,Bachelor,1440
White,Q1,HS,1290
White,Q5,Grad,920
AIAN,Q4,Bachelor,1050
Hispanic,Q3,Bachelor,910
Asian,Q4,Bachelor,1290
White,Q5,Grad,1030
Hispanic,Q3,HS,740
Hispanic,Q5,Bachelor,1270
White,Q2,Grad,760
Black,Q4,HS,730
Hispanic,Q5,Bachelor,1100
Asian,Q3,HS,1240
White,Q1,Grad,780
White,Q4,Grad,1260
White,Q5,Bachelor,970
Asian,Q5,HS,1070
Hispanic,Q2,Grad,1080
Hispanic,Q5,Bachelor,1100
Hispanic,Q5,HS,840
White,Q2,Associate,1050
Black,Q5,Grad,910
Black,Q5,HS,1250
Asian,Q5,HS,1210
Black,Q3,HS,1050
White,Q1,HS,1030
Hispanic,Q3,Bachelor,1210
Hispanic,Q5,HS,1100
Hispanic,Q3,Bachelor,1030
White,Q5,HS,1110
Black,Q5,Bachelor,950
White,Q3,Bachelor,1200
Black,Q2,Grad,780
White,Q5,HS,780
Hispanic,Q5,Grad,990
White,Q4,No HS,1260
Asian,Q5,HS,990
White,Q5,HS,980
White,Q5,Bachelor,1220
Hispanic,Q5,HS,920
Asian,Q5,HS,870
Black,Q5,Bachelor,670
Hispanic,Q4,Grad,960
White,Q5,HS,1450
Asian,Q4,Bachelor,1420
White,Q3,Grad,1130
White,Q2,Bachelor,1050
White,Q2,HS,1050
White,Q3,Grad,880
White,Q5,Grad,790
Black,Q3,Associate,1080
White,Q1,HS,950
White,Q5,No HS,1290
White,Q4,HS,1150
Black,Q5,Grad,1110
Hispanic,Q5,Bachelor,820
White,Q5,No HS,1390
White,Q5,Associate,980
White,Q2,Grad,1300
White,Q5,Grad,1100
White,Q4,No HS,1260
White,Q5,Bachelor,1090
Hispanic,Q2,Grad,1050
Black,Q4,Grad,1460
Asian,Q2,Grad,1030
White,Q5,Bachelor,1250
White,Q3,Grad,1440
White,Q1,HS,1080
White,Q2,Associate,540
White,Q4,HS,1070
Hispanic,Q5,Grad,680
Asian,Q1,HS,1010
Hispanic,Q1,Bachelor,520
White,Q3,HS,1030
Hispanic,Q4,HS,1190
White,Q5,Grad,1360
White,Q2,No HS,1180
Asian,Q5,Bachelor,1040
Hispanic,Q2,Grad,750
White,Q3,Bachelor,1410
White,Q3,Grad,1470
Black,Q1,Grad,1250
White,Q3,Bachelor,1200
Asian,Q5,Bachelor,820
White,Q3,Grad,1060
White,Q4,Grad,1090
Black,Q4,Associate,1010
White,Q5,Grad,1350
Two,Q5,Grad,970
Black,Q3,No HS,1000
White,Q1,HS,860
Hispanic,Q5,Associate,960
White,Q3,Grad,1080
White,Q3,Grad,910
Hispanic,Q3,HS,950
Asian,Q4,Grad,1300
White,Q5,Grad,1130
Hispanic,Q5,Bachelor,1250
White,Q3,Bachelor,1200
Hispanic,Q5,No HS,800
Hispanic,Q4,No HS,880
Asian,Q4,HS,860
Hispanic,Q5,No HS,1080
Asian,Q4,Bachelor,1360
White,Q3,HS,1020
White,Q3,Grad,1060
White,Q5,HS,930
White,Q4,HS,1260
Black,Q4,Bachelor,1200
White,Q4,Grad,1370
White,Q4,HS,1180
White,Q4,No HS,1290
White,Q1,Bachelor,960
White,Q3,Bachelor,1350
White,Q3,HS,810
Hispanic,Q1,Grad,1040
Asian,Q4,Bachelor,1230
Hispanic,Q2,Grad,1230
Hispanic,Q5,Bachelor,1100
Hispanic,Q3,Grad,860
Asian,Q2,HS,760
Hispanic,Q4,Bachelor,1150
White,Q3,Grad,1170
Black,Q4,HS,840
Black,Q3,Associate,590
White,Q2,No HS,1250
White,Q4,Grad,810
White,Q3,HS,1040
Asian,Q5,HS,1060
White,Q4,Bachelor,1030
Hispanic,Q5,HS,1120
Hispanic,Q5,No HS,1060
White,Q1,Grad,1140
Hispanic,Q3,Bachelor,1530
Asian,Q4,Grad,850
Black,Q4,Bachelor,800
Two,Q4,Bachelor,1200
Asian,Q1,HS,1210
White,Q5,HS,1020
White,Q4,Bachelor,900
White,Q2,Bachelor,1060
White,Q1,No HS,950
Hispanic,Q5,Grad,1300
White,Q4,HS,700
White,Q5,Bachelor,1290
White,Q4,No HS,1000
White,Q2,Associate,1190
Hispanic,Q5,No HS,860
Hispanic,Q2,HS,980
White,Q5,HS,990
White,Q5,Bachelor,1340
White,Q5,HS,1120
Hispanic,Q3,Associate,1060
Hispanic,Q5,Grad,1060
Hispanic,Q4,Bachelor,890
White,Q4,Grad,1440
Asian,Q5,Associate,820
Hispanic,Q1,No HS,1410
Hispanic,Q5,Grad,1090
Hispanic,Q5,HS,730
Black,Q5,Bachelor,1240
Asian,Q3,Bachelor,1040
Hispanic,Q3,HS,1200
Black,Q4,HS,1230
Hispanic,Q1,Associate,780
White,Q4,Associate,1000
Black,Q5,Grad,750
Two,Q5,Bachelor,1150
Two,Q3,HS,1300
White,Q3,Grad,860
Hispanic,Q1,HS,600
White,Q4,Bachelor,1170
White,Q2,Bachelor,1370
Black,Q5,HS,1120
White,Q4,Bachelor,1000
White,Q2,Grad,910
White,Q4,Bachelor,1190
Black,Q1,Bachelor,1160
White,Q5,HS,1220
Two,Q4,No HS,1070
White,Q3,Bachelor,1220
Black,Q5,Grad,860
White,Q4,Bachelor,1350
White,Q1,HS,900
White,Q2,Grad,1090
Hispanic,Q2,Associate,690
Black,Q5,HS,1170
White,Q1,Bachelor,1410
Black,Q5,Bachelor,1250
White,Q4,HS,1230
Hispanic,Q2,Bachelor,1380
Black,Q3,No HS,1000
Asian,Q1,HS,1210
Two,Q4,Bachelor,1300
White,Q2,HS,1110
White,Q2,Grad,1250
White,Q1,Grad,1390
AIAN,Q5,Associate,960
Hispanic,Q5,Grad,1010
White,Q4,Bachelor,990
Hispanic,Q5,Bachelor,770
White,Q3,Bachelor,970
Hispanic,Q3,No HS,1260
White,Q4,Bachelor,1230
White,Q4,HS,640
Asian,Q5,Bachelor,1030
White,Q1,HS,830
White,Q5,Grad,1200
White,Q5,No HS,1100
Hispanic,Q4,Grad,510
White,Q5,HS,1130
Hispanic,Q4,Associate,910
White,Q5,Associate,1030
Asian,Q4,Grad,980
Hispanic,Q5,Bachelor,1160
Black,Q3,Grad,620
White,Q4,HS,1000
Hispanic,Q5,Grad,1040
Black,Q3,Bachelor,1180
White,Q5,HS,1050
Asian,Q5,Bachelor,1000
Hispanic,Q1,HS,1450
Two,Q2,Grad,1100
Asian,Q5,HS,1050
White,Q3,HS,930
White,Q1,Bachelor,670
Hispanic,Q5,HS,1060
Asian,Q2,HS,1100
Hispanic,Q4,Bachelor,1300
Hispanic,Q2,Bachelor,720
White,Q4,HS,910
Asian,Q3,Bachelor,740
Hispanic,Q3,Bachelor,840
Asian,Q3,Bachelor,1220
White,Q5,Associate,770
Black,Q5,HS,760
Hispanic,Q5,No HS,1140
White,Q3,HS,1460
White,Q5,Grad,1110
White,Q5,Grad,1170
Hispanic,Q3,HS,830
Hispanic,Q5,Bachelor,950
Hispanic,Q5,Bachelor,1340
White,Q5,HS,980
White,Q2,Bachelor,960
White,Q5,Bachelor,1540
White,Q1,HS,1130
White,Q2,Bachelor,680
White,Q5,Bachelor,1370
Hispanic,Q4,HS,730
Hispanic,Q2,Associate,1250
Hispanic,Q5,Associate,710
White,Q4,Bachelor,740
Hispanic,Q5,HS,1030
Hispanic,Q2,HS,1200
White,Q5,HS,1100
White,Q3,Associate,960
Asian,Q5,Bachelor,1140
White,Q4,Grad,950
White,Q4,HS,1200
White,Q1,Bachelor,1130
White,Q5,Grad,1120
Black,Q5,Bachelor,920
White,Q4,Grad,1270
Hispanic,Q5,Grad,1360
White,Q5,No HS,1020
Hispanic,Q5,HS,960
Hispanic,Q3,Grad,1490
Asian,Q1,Grad,1490
